,Actual Total Load [MW] - Sweden (SE),Actual Total Load [MW] - Denmark (DK),Actual Total Load [MW] - Norway (NO)
2017-07-17 10:00:00+00:00,13056,3814,12465
2017-07-17 11:00:00+00:00,13072,3774,12467
2017-07-17 12:00:00+00:00,12970,3721,12372
2017-07-17 13:00:00+00:00,13023,3715,12308
2017-07-17 14:00:00+00:00,13061,3685,12252
2017-07-17 15:00:00+00:00,12943,3528,12067
2017-07-17 16:00:00+00:00,12966,3486,11872
2017-07-17 17:00:00+00:00,13000,3639,11965
2017-07-17 18:00:00+00:00,12897,3624,11792
2017-07-17 19:00:00+00:00,12465,3412,11801
2017-07-17 20:00:00+00:00,12155,3210,11784
2017-07-17 21:00:00+00:00,11725,3061,11666
2017-07-17 22:00:00+00:00,11318,2974,11526
2017-07-17 23:00:00+00:00,10675,2777,11176
2017-07-18 00:00:00+00:00,10270,2582,10730
2017-07-18 01:00:00+00:00,9865,2447,10400
2017-07-18 02:00:00+00:00,9732,2402,10239
2017-07-18 03:00:00+00:00,9569,2398,10236
2017-07-18 04:00:00+00:00,9387,2408,10189
2017-07-18 05:00:00+00:00,9626,2507,10277
2017-07-18 06:00:00+00:00,10787,2844,10873
2017-07-18 07:00:00+00:00,11839,3302,11493
2017-07-18 08:00:00+00:00,12672,3548,11815
2017-07-18 09:00:00+00:00,12951,3765,12087
2017-07-18 10:00:00+00:00,13126,3868,12359
2017-07-18 11:00:00+00:00,13102,3830,12332
2017-07-18 12:00:00+00:00,13111,3779,12294
2017-07-18 13:00:00+00:00,12991,3779,12174
2017-07-18 14:00:00+00:00,12949,3735,12149
2017-07-18 15:00:00+00:00,12783,3609,12118
2017-07-18 16:00:00+00:00,12753,3564,11998
2017-07-18 17:00:00+00:00,12831,3713,11964
2017-07-18 18:00:00+00:00,12751,3692,11846
2017-07-18 19:00:00+00:00,12435,3522,11811
2017-07-18 20:00:00+00:00,12040,3338,11668
2017-07-18 21:00:00+00:00,11742,3189,11637
2017-07-18 22:00:00+00:00,11423,3082,11541
2017-07-18 23:00:00+00:00,10927,2847,11263
2017-07-19 00:00:00+00:00,10382,2654,10776
2017-07-19 01:00:00+00:00,10151,2532,10451
2017-07-19 02:00:00+00:00,10021,2463,10333
2017-07-19 03:00:00+00:00,9965,2464,10330
2017-07-19 04:00:00+00:00,9868,2482,10197
2017-07-19 05:00:00+00:00,10131,2554,10274
2017-07-19 06:00:00+00:00,11049,2876,10714
2017-07-19 07:00:00+00:00,12016,3327,11291
2017-07-19 08:00:00+00:00,12806,3651,11713
2017-07-19 09:00:00+00:00,13125,3799,12085
2017-07-19 10:00:00+00:00,13428,3861,12335
2017-07-19 11:00:00+00:00,13502,3852,12361
2017-07-19 12:00:00+00:00,13380,3785,12221
2017-07-19 13:00:00+00:00,13255,3755,12057
2017-07-19 14:00:00+00:00,13181,3680,11916
2017-07-19 15:00:00+00:00,13223,3567,11787
2017-07-19 16:00:00+00:00,13229,3507,11842
2017-07-19 17:00:00+00:00,13332,3623,11746
2017-07-19 18:00:00+00:00,12866,3603,11598
2017-07-19 19:00:00+00:00,12602,3449,11538
2017-07-19 20:00:00+00:00,12167,3275,11407
2017-07-19 21:00:00+00:00,11885,3152,11358
2017-07-19 22:00:00+00:00,11706,3060,11298
2017-07-19 23:00:00+00:00,11148,2822,11094
2017-07-20 00:00:00+00:00,10240,2608,10641
2017-07-20 01:00:00+00:00,10093,2477,10335
2017-07-20 02:00:00+00:00,9977,2434,10249
2017-07-20 03:00:00+00:00,10018,2435,10129
2017-07-20 04:00:00+00:00,9786,2440,10053
2017-07-20 05:00:00+00:00,9868,2504,10089
2017-07-20 06:00:00+00:00,10643,2819,10626
2017-07-20 07:00:00+00:00,11742,3256,11260
2017-07-20 08:00:00+00:00,12603,3580,11827
2017-07-20 09:00:00+00:00,12969,3735,12101
2017-07-20 10:00:00+00:00,13211,3853,12217
2017-07-20 11:00:00+00:00,13314,3854,12127
2017-07-20 12:00:00+00:00,13184,3789,11974
2017-07-20 13:00:00+00:00,13054,3794,11788
2017-07-20 14:00:00+00:00,13026,3745,11797
2017-07-20 15:00:00+00:00,12934,3651,11717
2017-07-20 16:00:00+00:00,12853,3635,11567
2017-07-20 17:00:00+00:00,12878,3771,11454
2017-07-20 18:00:00+00:00,12673,3762,11329
2017-07-20 19:00:00+00:00,12343,3557,11234
2017-07-20 20:00:00+00:00,12004,3378,11172
2017-07-20 21:00:00+00:00,11724,3259,11021
2017-07-20 22:00:00+00:00,11448,3111,10892
2017-07-20 23:00:00+00:00,10720,2861,10751
2017-07-21 00:00:00+00:00,10252,2643,10447
2017-07-21 01:00:00+00:00,9901,2531,10156
2017-07-21 02:00:00+00:00,9937,2482,9966
2017-07-21 03:00:00+00:00,9849,2459,9806
2017-07-21 04:00:00+00:00,9667,2513,9585
2017-07-21 05:00:00+00:00,9714,2583,9783
2017-07-21 06:00:00+00:00,10633,2889,10321
2017-07-21 07:00:00+00:00,12000,3315,11150
2017-07-21 08:00:00+00:00,12746,3621,11685
2017-07-21 09:00:00+00:00,13359,3781,12068
2017-07-21 10:00:00+00:00,13610,3917,12338
2017-07-21 11:00:00+00:00,13567,3918,12335
2017-07-21 12:00:00+00:00,13375,3850,12101
2017-07-21 13:00:00+00:00,13083,3785,12095
2017-07-21 14:00:00+00:00,12973,3674,11968
2017-07-21 15:00:00+00:00,12775,3544,11910
2017-07-21 16:00:00+00:00,12908,3515,11817
2017-07-21 17:00:00+00:00,12841,3681,11643
2017-07-21 18:00:00+00:00,12688,3657,11686
2017-07-21 19:00:00+00:00,12423,3433,11525
2017-07-21 20:00:00+00:00,11792,3218,11279
2017-07-21 21:00:00+00:00,11360,3080,11089
2017-07-21 22:00:00+00:00,11156,2998,11049
2017-07-21 23:00:00+00:00,10658,2788,10746
2017-07-22 00:00:00+00:00,10028,2566,10466
2017-07-22 01:00:00+00:00,9859,2419,10160
2017-07-22 02:00:00+00:00,9778,2330,10027
2017-07-22 03:00:00+00:00,9691,2305,9928
2017-07-22 04:00:00+00:00,9562,2293,9866
2017-07-22 05:00:00+00:00,9455,2261,9719
2017-07-22 06:00:00+00:00,9601,2384,9824
2017-07-22 07:00:00+00:00,10042,2607,10114
2017-07-22 08:00:00+00:00,10843,2887,10622
2017-07-22 09:00:00+00:00,11335,3082,11073
2017-07-22 10:00:00+00:00,11695,3199,11471
2017-07-22 11:00:00+00:00,11738,3197,11462
2017-07-22 12:00:00+00:00,11486,3146,11314
2017-07-22 13:00:00+00:00,11322,3061,11223
2017-07-22 14:00:00+00:00,11255,3007,11137
2017-07-22 15:00:00+00:00,11288,2965,11079
2017-07-22 16:00:00+00:00,11374,3027,11068
2017-07-22 17:00:00+00:00,11780,3251,11130
2017-07-22 18:00:00+00:00,11909,3293,11117
2017-07-22 19:00:00+00:00,11501,3131,11024
2017-07-22 20:00:00+00:00,11268,2975,10936
2017-07-22 21:00:00+00:00,11142,2891,10786
2017-07-22 22:00:00+00:00,11045,2827,10766
2017-07-22 23:00:00+00:00,10551,2640,10593
2017-07-23 00:00:00+00:00,10077,2463,10237
2017-07-23 01:00:00+00:00,9760,2306,9924
2017-07-23 02:00:00+00:00,9485,2229,9733
2017-07-23 03:00:00+00:00,9437,2226,9639
2017-07-23 04:00:00+00:00,9110,2206,9580
2017-07-23 05:00:00+00:00,8874,2173,9457
2017-07-23 06:00:00+00:00,8947,2258,9506
2017-07-23 07:00:00+00:00,9533,2456,9658
2017-07-23 08:00:00+00:00,10012,2724,10090
2017-07-23 09:00:00+00:00,10552,2960,10335
2017-07-23 10:00:00+00:00,10936,3075,10622
2017-07-23 11:00:00+00:00,10989,3146,10663
2017-07-23 12:00:00+00:00,11077,3157,10608
2017-07-23 13:00:00+00:00,11165,3156,10664
2017-07-23 14:00:00+00:00,10991,3198,10569
2017-07-23 15:00:00+00:00,11227,3191,10633
2017-07-23 16:00:00+00:00,11387,3202,10706
2017-07-23 17:00:00+00:00,11693,3467,10814
2017-07-23 18:00:00+00:00,11844,3492,10935
2017-07-23 19:00:00+00:00,11869,3325,10905
2017-07-23 20:00:00+00:00,11652,3162,10915
2017-07-23 21:00:00+00:00,11310,3071,10671
2017-07-23 22:00:00+00:00,11278,2976,10742
2017-07-23 23:00:00+00:00,10883,2767,10542
2017-07-24 00:00:00+00:00,10392,2563,10178
2017-07-24 01:00:00+00:00,10084,2428,9962
2017-07-24 02:00:00+00:00,9804,2376,9861
2017-07-24 03:00:00+00:00,9839,2367,9687
2017-07-24 04:00:00+00:00,9523,2404,9698
2017-07-24 05:00:00+00:00,9670,2479,9804
2017-07-24 06:00:00+00:00,10659,2823,10269
2017-07-24 07:00:00+00:00,11738,3216,10929
2017-07-24 08:00:00+00:00,12699,3600,11617
2017-07-24 09:00:00+00:00,13017,3774,11944
2017-07-24 10:00:00+00:00,13409,3868,12204
2017-07-24 11:00:00+00:00,13499,3856,12293
2017-07-24 12:00:00+00:00,13488,3789,12096
2017-07-24 13:00:00+00:00,13323,3768,12107
2017-07-24 14:00:00+00:00,13089,3701,11989
2017-07-24 15:00:00+00:00,12999,3586,11880
2017-07-24 16:00:00+00:00,12863,3547,11750
2017-07-24 17:00:00+00:00,12848,3727,11571
2017-07-24 18:00:00+00:00,12598,3709,11614
2017-07-24 19:00:00+00:00,12320,3496,11610
2017-07-24 20:00:00+00:00,11957,3281,11468
2017-07-24 21:00:00+00:00,11622,3152,11261
2017-07-24 22:00:00+00:00,11344,3022,11109
2017-07-24 23:00:00+00:00,10529,2757,10772
2017-07-25 00:00:00+00:00,9823,2552,10449
2017-07-25 01:00:00+00:00,9656,2422,10167
2017-07-25 02:00:00+00:00,9295,2354,9971
2017-07-25 03:00:00+00:00,9369,2357,9938
2017-07-25 04:00:00+00:00,9318,2405,9732
2017-07-25 05:00:00+00:00,9395,2485,9766
2017-07-25 06:00:00+00:00,10226,2781,10408
2017-07-25 07:00:00+00:00,11284,3212,10962
2017-07-25 08:00:00+00:00,12247,3541,11450
2017-07-25 09:00:00+00:00,12753,3686,11795
2017-07-25 10:00:00+00:00,13022,3809,12043
2017-07-25 11:00:00+00:00,13096,3820,11943
2017-07-25 12:00:00+00:00,13132,3796,12064
2017-07-25 13:00:00+00:00,13143,3737,11997
2017-07-25 14:00:00+00:00,13067,3680,12046
2017-07-25 15:00:00+00:00,12963,3578,11919
2017-07-25 16:00:00+00:00,12876,3548,11867
2017-07-25 17:00:00+00:00,12975,3718,11753
2017-07-25 18:00:00+00:00,12787,3683,11647
2017-07-25 19:00:00+00:00,12500,3476,11527
2017-07-25 20:00:00+00:00,12092,3248,11515
2017-07-25 21:00:00+00:00,11727,3124,11327
2017-07-25 22:00:00+00:00,11466,3005,11311
2017-07-25 23:00:00+00:00,10737,2753,10976
2017-07-26 00:00:00+00:00,10224,2538,10546
2017-07-26 01:00:00+00:00,9902,2404,10173
2017-07-26 02:00:00+00:00,9687,2356,10010
2017-07-26 03:00:00+00:00,9724,2340,9866
2017-07-26 04:00:00+00:00,9695,2370,9800
2017-07-26 05:00:00+00:00,9720,2466,9844
2017-07-26 06:00:00+00:00,10498,2799,10466
2017-07-26 07:00:00+00:00,11693,3249,11140
2017-07-26 08:00:00+00:00,12541,3573,11601
2017-07-26 09:00:00+00:00,13055,3749,11845
2017-07-26 10:00:00+00:00,13289,3843,12079
2017-07-26 11:00:00+00:00,13432,3846,12081
2017-07-26 12:00:00+00:00,13508,3791,12087
2017-07-26 13:00:00+00:00,13503,3751,11994
2017-07-26 14:00:00+00:00,13366,3680,11973
2017-07-26 15:00:00+00:00,13091,3590,11972
2017-07-26 16:00:00+00:00,13075,3548,11830
2017-07-26 17:00:00+00:00,13095,3690,11743
2017-07-26 18:00:00+00:00,12736,3654,11644
2017-07-26 19:00:00+00:00,12589,3465,11556
2017-07-26 20:00:00+00:00,12339,3259,11423
2017-07-26 21:00:00+00:00,11988,3159,11375
2017-07-26 22:00:00+00:00,11758,3084,11305
2017-07-26 23:00:00+00:00,11028,2816,10960
2017-07-27 00:00:00+00:00,10270,2598,10446
2017-07-27 01:00:00+00:00,9705,2457,10107
2017-07-27 02:00:00+00:00,9524,2415,9956
2017-07-27 03:00:00+00:00,9601,2406,9888
2017-07-27 04:00:00+00:00,9577,2441,9846
2017-07-27 05:00:00+00:00,9557,2504,9818
2017-07-27 06:00:00+00:00,10200,2833,10248
2017-07-27 07:00:00+00:00,11397,3254,10899
2017-07-27 08:00:00+00:00,12358,3572,11503
2017-07-27 09:00:00+00:00,12897,3775,12149
2017-07-27 10:00:00+00:00,13196,3885,12354
2017-07-27 11:00:00+00:00,13238,3885,12401
2017-07-27 12:00:00+00:00,13230,3864,12292
2017-07-27 13:00:00+00:00,13044,3812,12166
2017-07-27 14:00:00+00:00,12872,3761,12098
2017-07-27 15:00:00+00:00,12652,3678,11991
2017-07-27 16:00:00+00:00,12592,3614,11848
2017-07-27 17:00:00+00:00,12641,3715,11787
2017-07-27 18:00:00+00:00,12532,3652,11659
2017-07-27 19:00:00+00:00,12325,3469,11642
2017-07-27 20:00:00+00:00,11855,3255,11513
2017-07-27 21:00:00+00:00,11765,3131,11402
2017-07-27 22:00:00+00:00,11361,3024,11292
2017-07-27 23:00:00+00:00,10545,2771,10911
2017-07-28 00:00:00+00:00,9952,2566,10672
2017-07-28 01:00:00+00:00,9670,2463,10340
2017-07-28 02:00:00+00:00,9637,2413,10139
2017-07-28 03:00:00+00:00,9541,2380,10009
2017-07-28 04:00:00+00:00,9394,2411,9930
2017-07-28 05:00:00+00:00,9608,2473,9990
2017-07-28 06:00:00+00:00,10384,2796,10319
2017-07-28 07:00:00+00:00,11494,3211,10998
2017-07-28 08:00:00+00:00,12413,3509,11486
2017-07-28 09:00:00+00:00,12939,3698,12018
2017-07-28 10:00:00+00:00,13158,3778,12249
2017-07-28 11:00:00+00:00,13181,3788,12196
2017-07-28 12:00:00+00:00,13172,3655,12030
2017-07-28 13:00:00+00:00,13034,3597,11938
2017-07-28 14:00:00+00:00,12914,3513,11851
2017-07-28 15:00:00+00:00,12701,3429,11692
2017-07-28 16:00:00+00:00,12712,3378,11602
2017-07-28 17:00:00+00:00,12481,3550,11597
2017-07-28 18:00:00+00:00,12352,3549,11640
2017-07-28 19:00:00+00:00,12167,3300,11604
2017-07-28 20:00:00+00:00,11921,3120,11455
2017-07-28 21:00:00+00:00,11715,3004,11197
2017-07-28 22:00:00+00:00,11512,2916,11243
2017-07-28 23:00:00+00:00,10996,2688,10982
2017-07-29 00:00:00+00:00,10167,2471,10523
2017-07-29 01:00:00+00:00,9961,2351,10172
2017-07-29 02:00:00+00:00,9797,2322,10155
2017-07-29 03:00:00+00:00,9743,2290,10054
2017-07-29 04:00:00+00:00,9474,2284,9921
2017-07-29 05:00:00+00:00,9338,2262,9767
2017-07-29 06:00:00+00:00,9501,2388,9848
2017-07-29 07:00:00+00:00,9934,2641,10212
2017-07-29 08:00:00+00:00,10620,2897,10705
2017-07-29 09:00:00+00:00,11026,3124,11096
2017-07-29 10:00:00+00:00,11439,3279,11507
2017-07-29 11:00:00+00:00,11463,3323,11412
2017-07-29 12:00:00+00:00,11574,3301,11317
2017-07-29 13:00:00+00:00,11634,3322,11381
2017-07-29 14:00:00+00:00,11795,3297,11251
2017-07-29 15:00:00+00:00,11591,3269,11156
2017-07-29 16:00:00+00:00,11624,3192,11130
2017-07-29 17:00:00+00:00,11750,3304,11273
2017-07-29 18:00:00+00:00,11781,3310,11290
2017-07-29 19:00:00+00:00,11388,3168,11219
2017-07-29 20:00:00+00:00,11262,2995,11209
2017-07-29 21:00:00+00:00,11230,2912,11128
2017-07-29 22:00:00+00:00,10926,2874,11064
2017-07-29 23:00:00+00:00,10304,2677,10831
2017-07-30 00:00:00+00:00,9937,2464,10402
2017-07-30 01:00:00+00:00,9753,2372,10181
2017-07-30 02:00:00+00:00,9749,2326,10115
2017-07-30 03:00:00+00:00,9545,2273,10014
2017-07-30 04:00:00+00:00,9421,2254,9898
2017-07-30 05:00:00+00:00,9216,2236,9696
2017-07-30 06:00:00+00:00,9421,2305,9670
2017-07-30 07:00:00+00:00,9738,2504,9871
2017-07-30 08:00:00+00:00,10368,2785,10138
2017-07-30 09:00:00+00:00,10932,3041,10580
2017-07-30 10:00:00+00:00,11304,3189,10861
2017-07-30 11:00:00+00:00,11582,3256,10992
2017-07-30 12:00:00+00:00,11732,3277,11040
2017-07-30 13:00:00+00:00,11628,3243,11100
2017-07-30 14:00:00+00:00,11690,3257,11109
2017-07-30 15:00:00+00:00,11682,3296,11102
2017-07-30 16:00:00+00:00,11690,3402,11056
2017-07-30 17:00:00+00:00,12035,3599,11173
2017-07-30 18:00:00+00:00,11966,3530,11301
2017-07-30 19:00:00+00:00,12180,3316,11339
2017-07-30 20:00:00+00:00,11999,3160,11208
2017-07-30 21:00:00+00:00,11740,3011,11268
2017-07-30 22:00:00+00:00,11389,2928,11182
2017-07-30 23:00:00+00:00,10852,2711,10871
2017-07-31 00:00:00+00:00,10067,2510,10644
2017-07-31 01:00:00+00:00,9600,2385,10152
2017-07-31 02:00:00+00:00,9583,2321,10066
2017-07-31 03:00:00+00:00,9344,2330,10025
2017-07-31 04:00:00+00:00,9229,2367,9980
2017-07-31 05:00:00+00:00,9402,2466,9901
2017-07-31 06:00:00+00:00,10553,2861,10649
2017-07-31 07:00:00+00:00,11710,3381,11482
2017-07-31 08:00:00+00:00,12563,3744,11994
2017-07-31 09:00:00+00:00,12787,3859,12259
2017-07-31 10:00:00+00:00,13116,3971,12326
2017-07-31 11:00:00+00:00,13074,4013,12272
2017-07-31 12:00:00+00:00,13112,3960,12086
2017-07-31 13:00:00+00:00,13212,3978,12105
2017-07-31 14:00:00+00:00,13214,3939,12265
2017-07-31 15:00:00+00:00,13044,3806,12134
2017-07-31 16:00:00+00:00,12896,3682,11974
2017-07-31 17:00:00+00:00,12845,3880,11888
2017-07-31 18:00:00+00:00,12590,3874,11827
2017-07-31 19:00:00+00:00,12455,3651,11848
2017-07-31 20:00:00+00:00,12059,3425,11686
2017-07-31 21:00:00+00:00,11911,3307,11575
2017-07-31 22:00:00+00:00,11618,3163,11533
2017-07-31 23:00:00+00:00,11007,2866,11055
2017-08-01 00:00:00+00:00,10226,2645,10547
2017-08-01 01:00:00+00:00,9943,2511,10243
2017-08-01 02:00:00+00:00,9860,2452,10048
2017-08-01 03:00:00+00:00,9622,2451,10134
2017-08-01 04:00:00+00:00,9463,2491,10132
2017-08-01 05:00:00+00:00,9482,2574,10244
2017-08-01 06:00:00+00:00,10332,2950,10827
2017-08-01 07:00:00+00:00,11794,3475,11717
2017-08-01 08:00:00+00:00,12320,3827,12106
2017-08-01 09:00:00+00:00,12777,3966,12287
2017-08-01 10:00:00+00:00,13043,4058,12464
2017-08-01 11:00:00+00:00,13082,4045,12481
2017-08-01 12:00:00+00:00,13150,4000,12405
2017-08-01 13:00:00+00:00,12985,3991,12302
2017-08-01 14:00:00+00:00,12932,3933,12331
2017-08-01 15:00:00+00:00,12799,3811,12221
2017-08-01 16:00:00+00:00,12600,3761,12179
2017-08-01 17:00:00+00:00,12769,3960,12060
2017-08-01 18:00:00+00:00,12644,3904,12000
2017-08-01 19:00:00+00:00,12425,3679,11924
2017-08-01 20:00:00+00:00,12106,3481,11802
2017-08-01 21:00:00+00:00,11886,3344,11716
2017-08-01 22:00:00+00:00,11384,3180,11523
2017-08-01 23:00:00+00:00,10761,2894,11131
2017-08-02 00:00:00+00:00,10056,2687,10690
2017-08-02 01:00:00+00:00,9870,2561,10426
2017-08-02 02:00:00+00:00,9792,2454,10164
2017-08-02 03:00:00+00:00,9716,2441,10026
2017-08-02 04:00:00+00:00,9438,2491,10006
2017-08-02 05:00:00+00:00,9427,2580,10123
2017-08-02 06:00:00+00:00,10325,2961,10731
2017-08-02 07:00:00+00:00,11669,3464,11549
2017-08-02 08:00:00+00:00,12726,3784,11982
2017-08-02 09:00:00+00:00,13119,3956,12023
2017-08-02 10:00:00+00:00,13367,4080,12060
2017-08-02 11:00:00+00:00,13370,4109,12172
2017-08-02 12:00:00+00:00,13387,4054,12171
2017-08-02 13:00:00+00:00,13264,4059,12034
2017-08-02 14:00:00+00:00,13235,3964,12043
2017-08-02 15:00:00+00:00,12988,3787,11993
2017-08-02 16:00:00+00:00,12872,3745,12007
2017-08-02 17:00:00+00:00,12991,3938,11905
2017-08-02 18:00:00+00:00,12767,3862,11751
2017-08-02 19:00:00+00:00,12501,3631,11774
2017-08-02 20:00:00+00:00,11993,3463,11724
2017-08-02 21:00:00+00:00,11795,3346,11554
2017-08-02 22:00:00+00:00,11283,3214,11407
2017-08-02 23:00:00+00:00,10481,2907,11111
2017-08-03 00:00:00+00:00,9868,2710,10694
2017-08-03 01:00:00+00:00,9635,2574,10335
2017-08-03 02:00:00+00:00,9494,2519,10192
2017-08-03 03:00:00+00:00,9475,2494,10225
2017-08-03 04:00:00+00:00,9442,2526,10179
2017-08-03 05:00:00+00:00,9475,2626,10244
2017-08-03 06:00:00+00:00,10645,3020,10986
2017-08-03 07:00:00+00:00,11822,3579,11678
2017-08-03 08:00:00+00:00,12757,3917,12206
2017-08-03 09:00:00+00:00,13114,4119,12637
2017-08-03 10:00:00+00:00,13418,4312,12670
2017-08-03 11:00:00+00:00,13437,4331,12600
2017-08-03 12:00:00+00:00,13110,4248,12507
2017-08-03 13:00:00+00:00,12951,4243,12563
2017-08-03 14:00:00+00:00,12946,4235,12595
2017-08-03 15:00:00+00:00,12895,4055,12419
2017-08-03 16:00:00+00:00,12961,3959,12309
2017-08-03 17:00:00+00:00,12946,4167,12264
2017-08-03 18:00:00+00:00,12645,3982,12300
2017-08-03 19:00:00+00:00,12380,3701,12258
2017-08-03 20:00:00+00:00,12092,3417,12153
2017-08-03 21:00:00+00:00,11794,3358,12097
2017-08-03 22:00:00+00:00,11386,3158,11824
2017-08-03 23:00:00+00:00,10733,2895,11191
2017-08-04 00:00:00+00:00,10089,2673,10648
2017-08-04 01:00:00+00:00,9708,2498,10347
2017-08-04 02:00:00+00:00,9557,2434,10180
2017-08-04 03:00:00+00:00,9616,2437,10102
2017-08-04 04:00:00+00:00,9593,2496,10098
2017-08-04 05:00:00+00:00,9654,2596,10180
2017-08-04 06:00:00+00:00,10572,2997,10667
2017-08-04 07:00:00+00:00,11803,3415,11428
2017-08-04 08:00:00+00:00,12296,3830,12140
2017-08-04 09:00:00+00:00,12673,3998,12535
2017-08-04 10:00:00+00:00,13037,4049,12515
2017-08-04 11:00:00+00:00,12959,4175,12400
2017-08-04 12:00:00+00:00,12957,4097,12316
2017-08-04 13:00:00+00:00,12759,3997,12228
2017-08-04 14:00:00+00:00,12610,3911,12083
2017-08-04 15:00:00+00:00,12420,3816,11923
2017-08-04 16:00:00+00:00,12310,3671,11845
2017-08-04 17:00:00+00:00,12599,3792,11950
2017-08-04 18:00:00+00:00,12342,3824,11844
2017-08-04 19:00:00+00:00,11760,3564,11632
2017-08-04 20:00:00+00:00,11228,3343,11418
2017-08-04 21:00:00+00:00,11100,3255,11269
2017-08-04 22:00:00+00:00,10831,3109,11269
2017-08-04 23:00:00+00:00,10346,2892,10835
2017-08-05 00:00:00+00:00,10119,2677,10557
2017-08-05 01:00:00+00:00,10050,2506,10244
2017-08-05 02:00:00+00:00,9811,2446,10074
2017-08-05 03:00:00+00:00,9602,2429,9854
2017-08-05 04:00:00+00:00,9583,2402,9878
2017-08-05 05:00:00+00:00,9448,2364,9825
2017-08-05 06:00:00+00:00,9928,2471,9921
2017-08-05 07:00:00+00:00,10425,2696,10245
2017-08-05 08:00:00+00:00,11041,2959,10815
2017-08-05 09:00:00+00:00,11509,3188,11284
2017-08-05 10:00:00+00:00,11660,3298,11619
2017-08-05 11:00:00+00:00,11688,3337,11715
2017-08-05 12:00:00+00:00,11778,3260,11596
2017-08-05 13:00:00+00:00,11883,3241,11387
2017-08-05 14:00:00+00:00,11799,3189,11392
2017-08-05 15:00:00+00:00,11669,3103,11526
2017-08-05 16:00:00+00:00,11694,3148,11463
2017-08-05 17:00:00+00:00,11906,3344,11622
2017-08-05 18:00:00+00:00,11957,3375,11729
2017-08-05 19:00:00+00:00,11789,3232,11480
2017-08-05 20:00:00+00:00,11753,3118,11306
2017-08-05 21:00:00+00:00,11828,2999,11093
2017-08-05 22:00:00+00:00,11489,2912,10967
2017-08-05 23:00:00+00:00,10852,2709,10822
2017-08-06 00:00:00+00:00,10090,2493,10424
2017-08-06 01:00:00+00:00,9837,2366,10169
2017-08-06 02:00:00+00:00,9696,2268,9966
2017-08-06 03:00:00+00:00,9749,2274,9904
2017-08-06 04:00:00+00:00,9562,2284,9835
2017-08-06 05:00:00+00:00,9351,2238,9710
2017-08-06 06:00:00+00:00,9467,2333,9682
2017-08-06 07:00:00+00:00,9971,2552,10042
2017-08-06 08:00:00+00:00,10598,2838,10431
2017-08-06 09:00:00+00:00,10839,3063,10763
2017-08-06 10:00:00+00:00,11297,3241,11086
2017-08-06 11:00:00+00:00,11812,3277,11408
2017-08-06 12:00:00+00:00,11944,3289,11501
2017-08-06 13:00:00+00:00,11928,3236,11400
2017-08-06 14:00:00+00:00,11730,3175,11300
2017-08-06 15:00:00+00:00,11631,3089,11211
2017-08-06 16:00:00+00:00,11751,3158,11269
2017-08-06 17:00:00+00:00,11942,3382,11378
2017-08-06 18:00:00+00:00,12007,3366,11514
2017-08-06 19:00:00+00:00,12016,3254,11584
2017-08-06 20:00:00+00:00,11952,3164,11560
2017-08-06 21:00:00+00:00,11931,3112,11686
2017-08-06 22:00:00+00:00,11538,2987,11697
2017-08-06 23:00:00+00:00,10857,2738,11177
2017-08-07 00:00:00+00:00,10331,2557,10810
2017-08-07 01:00:00+00:00,10136,2450,10564
2017-08-07 02:00:00+00:00,9976,2400,10367
2017-08-07 03:00:00+00:00,9839,2413,10187
2017-08-07 04:00:00+00:00,10055,2489,10265
2017-08-07 05:00:00+00:00,10134,2629,10547
2017-08-07 06:00:00+00:00,11661,3073,11217
2017-08-07 07:00:00+00:00,13010,3684,12262
2017-08-07 08:00:00+00:00,13611,4008,12556
2017-08-07 09:00:00+00:00,13730,4132,12696
2017-08-07 10:00:00+00:00,14096,4310,12852
2017-08-07 11:00:00+00:00,14108,4291,12950
2017-08-07 12:00:00+00:00,14013,4218,13062
2017-08-07 13:00:00+00:00,13935,4300,13113
2017-08-07 14:00:00+00:00,13911,4240,13044
2017-08-07 15:00:00+00:00,13626,4044,12852
2017-08-07 16:00:00+00:00,13338,3948,12767
2017-08-07 17:00:00+00:00,13326,4139,12779
2017-08-07 18:00:00+00:00,13339,4078,12690
2017-08-07 19:00:00+00:00,13172,3853,12655
2017-08-07 20:00:00+00:00,12762,3615,12533
2017-08-07 21:00:00+00:00,12616,3491,12391
