"Time (CET)","Day-ahead Total Load Forecast [MW] - Norway (NO)","Actual Total Load [MW] - Norway (NO)"
"22.06.2018 08:00 - 22.06.2018 09:00","13651","13651"
"22.06.2018 09:00 - 22.06.2018 10:00","13800","13800"
"22.06.2018 10:00 - 22.06.2018 11:00","13656","13640"
"22.06.2018 11:00 - 22.06.2018 12:00","13645","13644"
"22.06.2018 12:00 - 22.06.2018 13:00","13454","13454"
"22.06.2018 13:00 - 22.06.2018 14:00","13560","13560"
"22.06.2018 14:00 - 22.06.2018 15:00","13425","13424"
"22.06.2018 15:00 - 22.06.2018 16:00","13225","13225"
"22.06.2018 16:00 - 22.06.2018 17:00","13086","13086"
"22.06.2018 17:00 - 22.06.2018 18:00","12934","12935"
"22.06.2018 18:00 - 22.06.2018 19:00","12795","12796"
"22.06.2018 19:00 - 22.06.2018 20:00","12711","12711"
"22.06.2018 20:00 - 22.06.2018 21:00","12546","12545"
"22.06.2018 21:00 - 22.06.2018 22:00","12150","12252"
"22.06.2018 22:00 - 22.06.2018 23:00","12112","12113"
"22.06.2018 23:00 - 23.06.2018 00:00","11531","12021"
"23.06.2018 00:00 - 23.06.2018 01:00","11780","11779"
"23.06.2018 01:00 - 23.06.2018 02:00","11546","11545"
"23.06.2018 02:00 - 23.06.2018 03:00","11262","11262"
"23.06.2018 03:00 - 23.06.2018 04:00","11087","11085"
"23.06.2018 04:00 - 23.06.2018 05:00","10928","10928"
"23.06.2018 05:00 - 23.06.2018 06:00","10930","10930"
"23.06.2018 06:00 - 23.06.2018 07:00","11155","11155"
"23.06.2018 07:00 - 23.06.2018 08:00","11493","11492"
"23.06.2018 08:00 - 23.06.2018 09:00","12143","12143"
"23.06.2018 09:00 - 23.06.2018 10:00","12546","12546"
"23.06.2018 10:00 - 23.06.2018 11:00","12973","12974"
"23.06.2018 11:00 - 23.06.2018 12:00","12903","12902"
"23.06.2018 12:00 - 23.06.2018 13:00","12850","12849"
"23.06.2018 13:00 - 23.06.2018 14:00","12605","12605"
"23.06.2018 14:00 - 23.06.2018 15:00","12515","12515"
"23.06.2018 15:00 - 23.06.2018 16:00","12296","12295"
"23.06.2018 16:00 - 23.06.2018 17:00","12325","12325"
"23.06.2018 17:00 - 23.06.2018 18:00","12367","12367"
"23.06.2018 18:00 - 23.06.2018 19:00","12179","12179"
"23.06.2018 19:00 - 23.06.2018 20:00","12196","12196"
"23.06.2018 20:00 - 23.06.2018 21:00","11934","11934"
"23.06.2018 21:00 - 23.06.2018 22:00","11667","11667"
"23.06.2018 22:00 - 23.06.2018 23:00","11549","11558"
"23.06.2018 23:00 - 24.06.2018 00:00","11308","11510"
"24.06.2018 00:00 - 24.06.2018 01:00","11285","11286"
"24.06.2018 01:00 - 24.06.2018 02:00","10970","10970"
"24.06.2018 02:00 - 24.06.2018 03:00","10850","10850"
"24.06.2018 03:00 - 24.06.2018 04:00","10710","10710"
"24.06.2018 04:00 - 24.06.2018 05:00","10553","10552"
"24.06.2018 05:00 - 24.06.2018 06:00","10517","10517"
"24.06.2018 06:00 - 24.06.2018 07:00","10496","10496"
"24.06.2018 07:00 - 24.06.2018 08:00","10772","10772"
"24.06.2018 08:00 - 24.06.2018 09:00","11118","11118"
"24.06.2018 09:00 - 24.06.2018 10:00","11557","11556"
"24.06.2018 10:00 - 24.06.2018 11:00","11771","11772"
"24.06.2018 11:00 - 24.06.2018 12:00","11858","11858"
"24.06.2018 12:00 - 24.06.2018 13:00","11875","11875"
"24.06.2018 13:00 - 24.06.2018 14:00","11851","11850"
"24.06.2018 14:00 - 24.06.2018 15:00","11837","11838"
"24.06.2018 15:00 - 24.06.2018 16:00","11828","11828"
"24.06.2018 16:00 - 24.06.2018 17:00","11852","11851"
"24.06.2018 17:00 - 24.06.2018 18:00","11962","11962"
"24.06.2018 18:00 - 24.06.2018 19:00","11990","11991"
"24.06.2018 19:00 - 24.06.2018 20:00","12022","12022"
"24.06.2018 20:00 - 24.06.2018 21:00","11992","11992"
"24.06.2018 21:00 - 24.06.2018 22:00","11977","11977"
"24.06.2018 22:00 - 24.06.2018 23:00","11739","11738"
"24.06.2018 23:00 - 25.06.2018 00:00","11563","11466"
"25.06.2018 00:00 - 25.06.2018 01:00","11109","11110"
"25.06.2018 01:00 - 25.06.2018 02:00","10758","10758"
"25.06.2018 02:00 - 25.06.2018 03:00","10594","10593"
"25.06.2018 03:00 - 25.06.2018 04:00","10510","10509"
"25.06.2018 04:00 - 25.06.2018 05:00","10483","10484"
"25.06.2018 05:00 - 25.06.2018 06:00","10718","10718"
"25.06.2018 06:00 - 25.06.2018 07:00","11721","11722"
"25.06.2018 07:00 - 25.06.2018 08:00","12751","12750"
"25.06.2018 08:00 - 25.06.2018 09:00","13201","13200"
"25.06.2018 09:00 - 25.06.2018 10:00","13359","13359"
"25.06.2018 10:00 - 25.06.2018 11:00","13435","13435"
"25.06.2018 11:00 - 25.06.2018 12:00","13363","13365"
"25.06.2018 12:00 - 25.06.2018 13:00","13283","13283"
"25.06.2018 13:00 - 25.06.2018 14:00","13287","13287"
"25.06.2018 14:00 - 25.06.2018 15:00","13331","13331"
"25.06.2018 15:00 - 25.06.2018 16:00","13273","13273"
"25.06.2018 16:00 - 25.06.2018 17:00","13115","13115"
"25.06.2018 17:00 - 25.06.2018 18:00","13040","13040"
"25.06.2018 18:00 - 25.06.2018 19:00","12886","12885"
"25.06.2018 19:00 - 25.06.2018 20:00","12767","12766"
"25.06.2018 20:00 - 25.06.2018 21:00","12566","12567"
"25.06.2018 21:00 - 25.06.2018 22:00","12402","12402"
"25.06.2018 22:00 - 25.06.2018 23:00","12021","12021"
"25.06.2018 23:00 - 26.06.2018 00:00","11666","11658"
"26.06.2018 00:00 - 26.06.2018 01:00","11263","11253"
"26.06.2018 01:00 - 26.06.2018 02:00","11091","11092"
"26.06.2018 02:00 - 26.06.2018 03:00","10932","10777"
"26.06.2018 03:00 - 26.06.2018 04:00","10710","10589"
"26.06.2018 04:00 - 26.06.2018 05:00","10581","10457"
"26.06.2018 05:00 - 26.06.2018 06:00","10858","10817"
"26.06.2018 06:00 - 26.06.2018 07:00","11816","11815"
"26.06.2018 07:00 - 26.06.2018 08:00","12718","12718"
"26.06.2018 08:00 - 26.06.2018 09:00","13154","13154"
"26.06.2018 09:00 - 26.06.2018 10:00","13267","13267"
"26.06.2018 10:00 - 26.06.2018 11:00","13369","13369"
"26.06.2018 11:00 - 26.06.2018 12:00","13441","13440"
"26.06.2018 12:00 - 26.06.2018 13:00","13362","13362"
"26.06.2018 13:00 - 26.06.2018 14:00","13303","13304"
"26.06.2018 14:00 - 26.06.2018 15:00","13253","13253"
"26.06.2018 15:00 - 26.06.2018 16:00","13164","13164"
"26.06.2018 16:00 - 26.06.2018 17:00","13032","13032"
"26.06.2018 17:00 - 26.06.2018 18:00","12899","12885"
"26.06.2018 18:00 - 26.06.2018 19:00","12871","12870"
"26.06.2018 19:00 - 26.06.2018 20:00","12888","12888"
"26.06.2018 20:00 - 26.06.2018 21:00","12747","12747"
"26.06.2018 21:00 - 26.06.2018 22:00","12426","12425"
"26.06.2018 22:00 - 26.06.2018 23:00","12184","12184"
"26.06.2018 23:00 - 27.06.2018 00:00","11790","11808"
"27.06.2018 00:00 - 27.06.2018 01:00","11325","11325"
"27.06.2018 01:00 - 27.06.2018 02:00","10942","10942"
"27.06.2018 02:00 - 27.06.2018 03:00","10807","10808"
"27.06.2018 03:00 - 27.06.2018 04:00","10667","10667"
"27.06.2018 04:00 - 27.06.2018 05:00","10519","10518"
"27.06.2018 05:00 - 27.06.2018 06:00","10789","10789"
"27.06.2018 06:00 - 27.06.2018 07:00","11268","11703"
"27.06.2018 07:00 - 27.06.2018 08:00","12382","12742"
"27.06.2018 08:00 - 27.06.2018 09:00","13197","13251"
"27.06.2018 09:00 - 27.06.2018 10:00","13155","13154"
"27.06.2018 10:00 - 27.06.2018 11:00","13219","13219"
"27.06.2018 11:00 - 27.06.2018 12:00","13188","13188"
"27.06.2018 12:00 - 27.06.2018 13:00","13213","13213"
"27.06.2018 13:00 - 27.06.2018 14:00","12951","12950"
"27.06.2018 14:00 - 27.06.2018 15:00","13089","13090"
"27.06.2018 15:00 - 27.06.2018 16:00","13039","13039"
"27.06.2018 16:00 - 27.06.2018 17:00","12838","12838"
"27.06.2018 17:00 - 27.06.2018 18:00","12822","12821"
"27.06.2018 18:00 - 27.06.2018 19:00","12707","12706"
"27.06.2018 19:00 - 27.06.2018 20:00","12799","12798"
"27.06.2018 20:00 - 27.06.2018 21:00","12742","12742"
"27.06.2018 21:00 - 27.06.2018 22:00","12455","12454"
"27.06.2018 22:00 - 27.06.2018 23:00","12127","12126"
"27.06.2018 23:00 - 28.06.2018 00:00","11929","11692"
"28.06.2018 00:00 - 28.06.2018 01:00","11294","11294"
"28.06.2018 01:00 - 28.06.2018 02:00","10826","10826"
"28.06.2018 02:00 - 28.06.2018 03:00","10691","10691"
"28.06.2018 03:00 - 28.06.2018 04:00","10527","10527"
"28.06.2018 04:00 - 28.06.2018 05:00","10450","10451"
"28.06.2018 05:00 - 28.06.2018 06:00","10984","10984"
"28.06.2018 06:00 - 28.06.2018 07:00","11757","11756"
"28.06.2018 07:00 - 28.06.2018 08:00","12482","12483"
"28.06.2018 08:00 - 28.06.2018 09:00","13152","13266"
"28.06.2018 09:00 - 28.06.2018 10:00","13150","13150"
"28.06.2018 10:00 - 28.06.2018 11:00","13389","13389"
"28.06.2018 11:00 - 28.06.2018 12:00","13172","13171"
"28.06.2018 12:00 - 28.06.2018 13:00","13296","13296"
"28.06.2018 13:00 - 28.06.2018 14:00","13321","13321"
"28.06.2018 14:00 - 28.06.2018 15:00","13243","13244"
"28.06.2018 15:00 - 28.06.2018 16:00","13131","13130"
"28.06.2018 16:00 - 28.06.2018 17:00","13073","13073"
"28.06.2018 17:00 - 28.06.2018 18:00","12882","12882"
"28.06.2018 18:00 - 28.06.2018 19:00","12754","12753"
"28.06.2018 19:00 - 28.06.2018 20:00","12662","12688"
"28.06.2018 20:00 - 28.06.2018 21:00","12504","12504"
"28.06.2018 21:00 - 28.06.2018 22:00","12179","12179"
"28.06.2018 22:00 - 28.06.2018 23:00","12031","11969"
"28.06.2018 23:00 - 29.06.2018 00:00","11692","11483"
"29.06.2018 00:00 - 29.06.2018 01:00","11110","11109"
"29.06.2018 01:00 - 29.06.2018 02:00","10757","10773"
"29.06.2018 02:00 - 29.06.2018 03:00","10584","10583"
"29.06.2018 03:00 - 29.06.2018 04:00","10519","10519"
"29.06.2018 04:00 - 29.06.2018 05:00","10423","10423"
"29.06.2018 05:00 - 29.06.2018 06:00","10708","10708"
"29.06.2018 06:00 - 29.06.2018 07:00","11506","11506"
"29.06.2018 07:00 - 29.06.2018 08:00","12494","12494"
"29.06.2018 08:00 - 29.06.2018 09:00","12959","12959"
"29.06.2018 09:00 - 29.06.2018 10:00","13280","13280"
"29.06.2018 10:00 - 29.06.2018 11:00","13289","13289"
"29.06.2018 11:00 - 29.06.2018 12:00","13242","13242"
"29.06.2018 12:00 - 29.06.2018 13:00","13018","13018"
"29.06.2018 13:00 - 29.06.2018 14:00","13002","13001"
"29.06.2018 14:00 - 29.06.2018 15:00","12878","12878"
"29.06.2018 15:00 - 29.06.2018 16:00","12705","12704"
"29.06.2018 16:00 - 29.06.2018 17:00","12545","12546"
"29.06.2018 17:00 - 29.06.2018 18:00","12414","12414"
"29.06.2018 18:00 - 29.06.2018 19:00","12420","12420"
"29.06.2018 19:00 - 29.06.2018 20:00","12324","12324"
"29.06.2018 20:00 - 29.06.2018 21:00","12156","12156"
"29.06.2018 21:00 - 29.06.2018 22:00","11986","11986"
"29.06.2018 22:00 - 29.06.2018 23:00","11725","11725"
"29.06.2018 23:00 - 30.06.2018 00:00","11500","11534"
"30.06.2018 00:00 - 30.06.2018 01:00","11142","11142"
"30.06.2018 01:00 - 30.06.2018 02:00","10792","10792"
"30.06.2018 02:00 - 30.06.2018 03:00","10601","10601"
"30.06.2018 03:00 - 30.06.2018 04:00","10554","10555"
"30.06.2018 04:00 - 30.06.2018 05:00","10446","10446"
"30.06.2018 05:00 - 30.06.2018 06:00","10522","10522"
"30.06.2018 06:00 - 30.06.2018 07:00","10626","10626"
"30.06.2018 07:00 - 30.06.2018 08:00","10785","10708"
"30.06.2018 08:00 - 30.06.2018 09:00","11295","11295"
"30.06.2018 09:00 - 30.06.2018 10:00","11720","11720"
"30.06.2018 10:00 - 30.06.2018 11:00","11977","11977"
"30.06.2018 11:00 - 30.06.2018 12:00","11968","11968"
"30.06.2018 12:00 - 30.06.2018 13:00","11864","11863"
"30.06.2018 13:00 - 30.06.2018 14:00","11724","11724"
"30.06.2018 14:00 - 30.06.2018 15:00","11605","11592"
"30.06.2018 15:00 - 30.06.2018 16:00","11627","11627"
"30.06.2018 16:00 - 30.06.2018 17:00","11757","11757"
"30.06.2018 17:00 - 30.06.2018 18:00","11782","11782"
"30.06.2018 18:00 - 30.06.2018 19:00","11719","11719"
"30.06.2018 19:00 - 30.06.2018 20:00","11708","11708"
"30.06.2018 20:00 - 30.06.2018 21:00","11540","11539"
"30.06.2018 21:00 - 30.06.2018 22:00","11366","11366"
"30.06.2018 22:00 - 30.06.2018 23:00","11278","11277"
"30.06.2018 23:00 - 01.07.2018 00:00","11233","11165"
"01.07.2018 00:00 - 01.07.2018 01:00","10920","10919"
"01.07.2018 01:00 - 01.07.2018 02:00","10670","10670"
"01.07.2018 02:00 - 01.07.2018 03:00","10510","10511"
"01.07.2018 03:00 - 01.07.2018 04:00","10333","10333"
"01.07.2018 04:00 - 01.07.2018 05:00","10164","10164"
"01.07.2018 05:00 - 01.07.2018 06:00","10149","10149"
"01.07.2018 06:00 - 01.07.2018 07:00","10403","10453"
"01.07.2018 07:00 - 01.07.2018 08:00","10650","10696"
"01.07.2018 08:00 - 01.07.2018 09:00","10720","10720"
"01.07.2018 09:00 - 01.07.2018 10:00","11050","11050"
"01.07.2018 10:00 - 01.07.2018 11:00","11368","11368"
"01.07.2018 11:00 - 01.07.2018 12:00","11453","11452"
"01.07.2018 12:00 - 01.07.2018 13:00","11412","11413"
"01.07.2018 13:00 - 01.07.2018 14:00","11338","11338"
"01.07.2018 14:00 - 01.07.2018 15:00","11310","11310"
"01.07.2018 15:00 - 01.07.2018 16:00","11277","11277"
"01.07.2018 16:00 - 01.07.2018 17:00","11242","11242"
"01.07.2018 17:00 - 01.07.2018 18:00","11265","11265"
"01.07.2018 18:00 - 01.07.2018 19:00","11319","11319"
"01.07.2018 19:00 - 01.07.2018 20:00","11440","11440"
"01.07.2018 20:00 - 01.07.2018 21:00","11396","11397"
"01.07.2018 21:00 - 01.07.2018 22:00","11342","11341"
"01.07.2018 22:00 - 01.07.2018 23:00","11180","11180"
"01.07.2018 23:00 - 02.07.2018 00:00","10912","11086"
"02.07.2018 00:00 - 02.07.2018 01:00","10725","10725"
"02.07.2018 01:00 - 02.07.2018 02:00","10369","10369"
"02.07.2018 02:00 - 02.07.2018 03:00","10117","10118"
"02.07.2018 03:00 - 02.07.2018 04:00","10087","10087"
"02.07.2018 04:00 - 02.07.2018 05:00","9985","9985"
"02.07.2018 05:00 - 02.07.2018 06:00","10235","10235"
"02.07.2018 06:00 - 02.07.2018 07:00","10904","10904"
"02.07.2018 07:00 - 02.07.2018 08:00","12175","12176"
"02.07.2018 08:00 - 02.07.2018 09:00","12490","12490"
"02.07.2018 09:00 - 02.07.2018 10:00","12656","12683"
"02.07.2018 10:00 - 02.07.2018 11:00","12662","12663"
"02.07.2018 11:00 - 02.07.2018 12:00","12608","12607"
"02.07.2018 12:00 - 02.07.2018 13:00","12618","12618"
"02.07.2018 13:00 - 02.07.2018 14:00","12619","12618"
"02.07.2018 14:00 - 02.07.2018 15:00","12486","12485"
"02.07.2018 15:00 - 02.07.2018 16:00","12382","12382"
"02.07.2018 16:00 - 02.07.2018 17:00","12489","12488"
"02.07.2018 17:00 - 02.07.2018 18:00","12257","12257"
"02.07.2018 18:00 - 02.07.2018 19:00","12121","12120"
"02.07.2018 19:00 - 02.07.2018 20:00","12065","12065"
"02.07.2018 20:00 - 02.07.2018 21:00","11935","11935"
"02.07.2018 21:00 - 02.07.2018 22:00","11877","11877"
"02.07.2018 22:00 - 02.07.2018 23:00","11500","11500"
"02.07.2018 23:00 - 03.07.2018 00:00","11244","11034"
"03.07.2018 00:00 - 03.07.2018 01:00","10680","10681"
"03.07.2018 01:00 - 03.07.2018 02:00","10254","10253"
"03.07.2018 02:00 - 03.07.2018 03:00","10131","10131"
"03.07.2018 03:00 - 03.07.2018 04:00","10114","10114"
"03.07.2018 04:00 - 03.07.2018 05:00","9948","9948"
"03.07.2018 05:00 - 03.07.2018 06:00","10198","10223"
"03.07.2018 06:00 - 03.07.2018 07:00","10979","10979"
"03.07.2018 07:00 - 03.07.2018 08:00","11916","11917"
"03.07.2018 08:00 - 03.07.2018 09:00","12376","12375"
"03.07.2018 09:00 - 03.07.2018 10:00","12624","12623"
"03.07.2018 10:00 - 03.07.2018 11:00","12724","12724"
"03.07.2018 11:00 - 03.07.2018 12:00","12785","12784"
"03.07.2018 12:00 - 03.07.2018 13:00","12830","12829"
"03.07.2018 13:00 - 03.07.2018 14:00","12870","12871"
"03.07.2018 14:00 - 03.07.2018 15:00","12790","12790"
"03.07.2018 15:00 - 03.07.2018 16:00","12711","12710"
"03.07.2018 16:00 - 03.07.2018 17:00","12640","12639"
"03.07.2018 17:00 - 03.07.2018 18:00","12575","12574"
"03.07.2018 18:00 - 03.07.2018 19:00","12466","12466"
"03.07.2018 19:00 - 03.07.2018 20:00","12348","12347"
"03.07.2018 20:00 - 03.07.2018 21:00","12304","12304"
"03.07.2018 21:00 - 03.07.2018 22:00","12096","12095"
"03.07.2018 22:00 - 03.07.2018 23:00","11849","11849"
"03.07.2018 23:00 - 04.07.2018 00:00","11327","11504"
"04.07.2018 00:00 - 04.07.2018 01:00","10952","10952"
"04.07.2018 01:00 - 04.07.2018 02:00","10624","10624"
"04.07.2018 02:00 - 04.07.2018 03:00","10460","10460"
"04.07.2018 03:00 - 04.07.2018 04:00","10294","10293"
"04.07.2018 04:00 - 04.07.2018 05:00","10192","10192"
"04.07.2018 05:00 - 04.07.2018 06:00","10363","10363"
"04.07.2018 06:00 - 04.07.2018 07:00","11210","11209"
"04.07.2018 07:00 - 04.07.2018 08:00","12119","12119"
"04.07.2018 08:00 - 04.07.2018 09:00","12564","12563"
"04.07.2018 09:00 - 04.07.2018 10:00","12672","12673"
"04.07.2018 10:00 - 04.07.2018 11:00","12897","12897"
"04.07.2018 11:00 - 04.07.2018 12:00","12890","12890"
"04.07.2018 12:00 - 04.07.2018 13:00","12938","12938"
"04.07.2018 13:00 - 04.07.2018 14:00","13036","13036"
"04.07.2018 14:00 - 04.07.2018 15:00","12978","12977"
"04.07.2018 15:00 - 04.07.2018 16:00","12822","12822"
"04.07.2018 16:00 - 04.07.2018 17:00","12685","12685"
"04.07.2018 17:00 - 04.07.2018 18:00","12475","12475"
"04.07.2018 18:00 - 04.07.2018 19:00","12276","12277"
"04.07.2018 19:00 - 04.07.2018 20:00","12201","12201"
"04.07.2018 20:00 - 04.07.2018 21:00","12129","12129"
"04.07.2018 21:00 - 04.07.2018 22:00","12008","12007"
"04.07.2018 22:00 - 04.07.2018 23:00","11827","11826"
"04.07.2018 23:00 - 05.07.2018 00:00","11515","11471"
"05.07.2018 00:00 - 05.07.2018 01:00","10989","10989"
"05.07.2018 01:00 - 05.07.2018 02:00","10656","10657"
"05.07.2018 02:00 - 05.07.2018 03:00","10417","10416"
"05.07.2018 03:00 - 05.07.2018 04:00","10368","10367"
"05.07.2018 04:00 - 05.07.2018 05:00","10265","10265"
"05.07.2018 05:00 - 05.07.2018 06:00","10478","10478"
"05.07.2018 06:00 - 05.07.2018 07:00","11212","11211"
"05.07.2018 07:00 - 05.07.2018 08:00","12034","12034"
"05.07.2018 08:00 - 05.07.2018 09:00","12510","12510"
"05.07.2018 09:00 - 05.07.2018 10:00","12718","12717"
"05.07.2018 10:00 - 05.07.2018 11:00","12901","12901"
"05.07.2018 11:00 - 05.07.2018 12:00","12820","12820"
"05.07.2018 12:00 - 05.07.2018 13:00","12808","12808"
"05.07.2018 13:00 - 05.07.2018 14:00","12853","12852"
"05.07.2018 14:00 - 05.07.2018 15:00","12870","12842"
"05.07.2018 15:00 - 05.07.2018 16:00","12690","12690"
"05.07.2018 16:00 - 05.07.2018 17:00","12674","12674"
"05.07.2018 17:00 - 05.07.2018 18:00","12574","12574"
"05.07.2018 18:00 - 05.07.2018 19:00","12225","12226"
"05.07.2018 19:00 - 05.07.2018 20:00","12233","12233"
"05.07.2018 20:00 - 05.07.2018 21:00","12080","12080"
"05.07.2018 21:00 - 05.07.2018 22:00","11830","11830"
"05.07.2018 22:00 - 05.07.2018 23:00","11716","11716"
"05.07.2018 23:00 - 06.07.2018 00:00","11335","11275"
"06.07.2018 00:00 - 06.07.2018 01:00","10839","10839"
"06.07.2018 01:00 - 06.07.2018 02:00","10566","10567"
"06.07.2018 02:00 - 06.07.2018 03:00","10377","10377"
"06.07.2018 03:00 - 06.07.2018 04:00","10264","10263"
"06.07.2018 04:00 - 06.07.2018 05:00","10166","10166"
"06.07.2018 05:00 - 06.07.2018 06:00","10423","10423"
"06.07.2018 06:00 - 06.07.2018 07:00","11132","11132"
"06.07.2018 07:00 - 06.07.2018 08:00","11962","11962"
"06.07.2018 08:00 - 06.07.2018 09:00","12227","12227"
"06.07.2018 09:00 - 06.07.2018 10:00","12657","12657"
"06.07.2018 10:00 - 06.07.2018 11:00","12838","12838"
"06.07.2018 11:00 - 06.07.2018 12:00","12903","12902"
"06.07.2018 12:00 - 06.07.2018 13:00","12877","12877"
"06.07.2018 13:00 - 06.07.2018 14:00","12860","12860"
"06.07.2018 14:00 - 06.07.2018 15:00","12402","12401"
"06.07.2018 15:00 - 06.07.2018 16:00","12372","12371"
"06.07.2018 16:00 - 06.07.2018 17:00","12318","12318"
"06.07.2018 17:00 - 06.07.2018 18:00","12181","12180"
"06.07.2018 18:00 - 06.07.2018 19:00","12051","12051"
"06.07.2018 19:00 - 06.07.2018 20:00","11825","11825"
"06.07.2018 20:00 - 06.07.2018 21:00","11720","11710"
"06.07.2018 21:00 - 06.07.2018 22:00","11523","11523"
"06.07.2018 22:00 - 06.07.2018 23:00","11314","11314"
"06.07.2018 23:00 - 07.07.2018 00:00","11113","11183"
"07.07.2018 00:00 - 07.07.2018 01:00","10818","10818"
"07.07.2018 01:00 - 07.07.2018 02:00","10536","10535"
"07.07.2018 02:00 - 07.07.2018 03:00","10317","10317"
"07.07.2018 03:00 - 07.07.2018 04:00","10232","10232"
"07.07.2018 04:00 - 07.07.2018 05:00","10110","10110"
"07.07.2018 05:00 - 07.07.2018 06:00","10083","10083"
"07.07.2018 06:00 - 07.07.2018 07:00","10316","10316"
"07.07.2018 07:00 - 07.07.2018 08:00","10610","10610"
"07.07.2018 08:00 - 07.07.2018 09:00","11005","11005"
"07.07.2018 09:00 - 07.07.2018 10:00","11433","11433"
"07.07.2018 10:00 - 07.07.2018 11:00","11740","11740"
"07.07.2018 11:00 - 07.07.2018 12:00","11770","11769"
"07.07.2018 12:00 - 07.07.2018 13:00","11644","11644"
"07.07.2018 13:00 - 07.07.2018 14:00","11597","11597"
"07.07.2018 14:00 - 07.07.2018 15:00","11530","11530"
"07.07.2018 15:00 - 07.07.2018 16:00","11486","11486"
"07.07.2018 16:00 - 07.07.2018 17:00","11519","11518"
"07.07.2018 17:00 - 07.07.2018 18:00","11522","11522"
"07.07.2018 18:00 - 07.07.2018 19:00","11515","11515"
"07.07.2018 19:00 - 07.07.2018 20:00","11379","11379"
"07.07.2018 20:00 - 07.07.2018 21:00","11256","11255"
"07.07.2018 21:00 - 07.07.2018 22:00","11132","11132"
"07.07.2018 22:00 - 07.07.2018 23:00","11004","11004"
"07.07.2018 23:00 - 08.07.2018 00:00","10887","10983"
"08.07.2018 00:00 - 08.07.2018 01:00","10614","10613"
"08.07.2018 01:00 - 08.07.2018 02:00","10401","10401"
"08.07.2018 02:00 - 08.07.2018 03:00","10204","10204"
"08.07.2018 03:00 - 08.07.2018 04:00","10028","10028"
"08.07.2018 04:00 - 08.07.2018 05:00","9864","9864"
"08.07.2018 05:00 - 08.07.2018 06:00","9858","9857"
"08.07.2018 06:00 - 08.07.2018 07:00","9889","9889"
"08.07.2018 07:00 - 08.07.2018 08:00","10088","10088"
"08.07.2018 08:00 - 08.07.2018 09:00","10542","10555"
"08.07.2018 09:00 - 08.07.2018 10:00","10828","10828"
"08.07.2018 10:00 - 08.07.2018 11:00","11212","11211"
"08.07.2018 11:00 - 08.07.2018 12:00","11211","11211"
"08.07.2018 12:00 - 08.07.2018 13:00","11306","11306"
"08.07.2018 13:00 - 08.07.2018 14:00","11275","11274"
"08.07.2018 14:00 - 08.07.2018 15:00","11236","11236"
"08.07.2018 15:00 - 08.07.2018 16:00","11204","11204"
"08.07.2018 16:00 - 08.07.2018 17:00","11261","11261"
"08.07.2018 17:00 - 08.07.2018 18:00","11307","11307"
"08.07.2018 18:00 - 08.07.2018 19:00","11354","11354"
"08.07.2018 19:00 - 08.07.2018 20:00","11456","11456"
"08.07.2018 20:00 - 08.07.2018 21:00","11475","11475"
"08.07.2018 21:00 - 08.07.2018 22:00","11279","11278"
"08.07.2018 22:00 - 08.07.2018 23:00","11060","11060"
